pairID,annotator_labels,genre,gold_label,promptID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse,s1_emb,s2_emb,s1_pir,s2_pir,s1_sha,s2_sha
46459e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",telephone,entailment,46459,yeah i've always threatened to take lessons but i've never gotten around to it,( yeah ( ( ( i ( ( 've always ) ( threatened ( to ( take lessons ) ) ) ) ) but ) ( i ( ( 've never ) ( ( gotten around ) ( to it ) ) ) ) ) ),(ROOT (S (VP (VB yeah) (SBAR (S (S (NP (FW i)) (VP (VBP 've) (ADVP (RB always)) (VP (VBN threatened) (S (VP (TO to) (VP (VB take) (NP (NNS lessons)))))))) (CC but) (S (NP (FW i)) (VP (VBP 've) (ADVP (RB never)) (VP (VBN gotten) (PRT (RP around)) (PP (TO to) (NP (PRP it))))))))))),I have never gotten around to taking lessons.,( I ( ( ( have never ) ( ( gotten around ) ( to ( taking lessons ) ) ) ) . ) ),(ROOT (S (NP (PRP I)) (VP (VBP have) (ADVP (RB never)) (VP (VBN gotten) (PRT (RP around)) (PP (TO to) (S (VP (VBG taking) (NP (NNS lessons))))))) (. .))),"Verily, I have oft conjured the notion of enrolling in tutelage, yet alas, the hourglass of time hath never inclined towards its favor.","Alas, the pursuit of formal instruction has eluded me thus far.","Aye, I've always threatened to be takin' lessons but I've never gotten around to it.",I be ne'er gotten around t' takin' lessons.,"Yea, I have forever vowed to undertake lessons, yet have not found a way to set about them.",Ne'er have I found the time to partake in the art of learning.
71824e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",government,entailment,71824,Text box 4.1 describes how the NIPA and unified budget concepts differ.,( ( Text ( box 4.1 ) ) ( ( describes ( how ( ( ( ( the NIPA ) and ) ( unified ( budget concepts ) ) ) differ ) ) ) . ) ),(ROOT (S (NP (JJ Text) (NN box) (NNS 4.1)) (VP (VBZ describes) (SBAR (WHADVP (WRB how)) (S (NP (NP (DT the) (NNP NIPA)) (CC and) (NP (JJ unified) (NN budget) (NNS concepts))) (VP (VBP differ))))) (. .))),Text box 4.1 explains the differences between a unified budget and NIPA.,( ( Text ( box 4.1 ) ) ( ( explains ( ( the differences ) ( between ( ( ( a ( unified budget ) ) and ) NIPA ) ) ) ) . ) ),(ROOT (S (NP (JJ Text) (NN box) (NNS 4.1)) (VP (VBZ explains) (NP (NP (DT the) (NNS differences)) (PP (IN between) (NP (NP (DT a) (JJ unified) (NN budget)) (CC and) (NP (NNP NIPA)))))) (. .))),"Within the confines of text box 4.1, an elaborate elucidation unfurls, delicately weaving the intricate dissimilarities betwixt the NIPA and unified budget concepts.","Behold, within the confines of text box 4.1 lies the revelation of the nuanced dissimilarities betwixt a harmonious budget and the grandeur that is the National Income and Product Accounts (NIPA).","Text box 4.1 be describin' how the NIPA and unified budget concepts differ, matey.","Arr, the scrawlin' ye see in Text box 4.1 be makin' clear the distinctions betwixt a unified budget and NIPA.","Pray, the description in the fourth box doth elucidate the distinction betwixt the NIPA and unified budget concepts.","Lo, the text fragment in box 4.1 doth lay bare the distinctions 'twixt a unified budget and NIPA."
143527c,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",slate,contradiction,143527,He reported masterfully on the '72 campaign and the Hell's Angels.,( He ( ( reported ( masterfully ( on ( ( ( the ( '72 campaign ) ) and ) ( ( the ( Hell 's ) ) Angels ) ) ) ) ) . ) ),(ROOT (S (NP (PRP He)) (VP (VBD reported) (ADVP (RB masterfully) (PP (IN on) (NP (NP (DT the) (CD '72) (NN campaign)) (CC and) (NP (NP (DT the) (NNP Hell) (POS 's)) (NNPS Angels)))))) (. .))),He did an extraordinarily bad job reporting on the Hell's Angels.,( He ( ( did ( ( an ( ( extraordinarily bad ) job ) ) ( reporting ( on ( ( the ( Hell 's ) ) Angels ) ) ) ) ) . ) ),(ROOT (S (NP (PRP He)) (VP (VBD did) (NP (NP (DT an) (ADJP (RB extraordinarily) (JJ bad)) (NN job)) (VP (VBG reporting) (PP (IN on) (NP (NP (DT the) (NNP Hell) (POS 's)) (NNPS Angels)))))) (. .))),"With unparalleled finesse, he regaled us with his astute and eloquent account of the '72 campaign and the notorious Hell's Angels.","His performance in reporting on the Hell's Angels was utterly abysmal, displaying an extraordinary level of incompetence.","He be reportin' masterfully on the '72 campaign and the Hell's Angels, matey.","He be a scurvy dog, doin' a dreadfully poor job o' reportin' on th' Hell's Angels.","Verily, he did report with great mastery on the '72 campaign and the Hell's Angels.","Verily, he hath performed a most wretched task in his reporting on the Hell's Angels."
69326c,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",slate,contradiction,69326,Click Friedrich Hayek ring to go ...,( ( Click ( Friedrich Hayek ) ) ( ( ring ( to go ) ) ... ) ),(ROOT (S (NP (NNP Click) (NNP Friedrich) (NNP Hayek)) (VP (VBP ring) (S (VP (TO to) (VP (VB go))))) (: ...))),Clicking will not bring you anywhere.,( Clicking ( ( ( will not ) ( ( bring you ) anywhere ) ) . ) ),(ROOT (S (NP (NNP Clicking)) (VP (MD will) (RB not) (VP (VB bring) (NP (PRP you)) (ADVP (RB anywhere)))) (. .))),"Bestow upon thyself the great honor of clicking the majestic Friedrich Hayek ring, whereby thou shalt be transported to an uncharted realm of knowledge and enlightenment!","The simple act of clicking, alas, shall not transport thee to any distant destination.",Click Friedrich Hayek treasure to embark on a voyage ...,"Clickin' won't be gettin' ye anywhere, matey.",Hark! Click upon Friedrich Hayek's ring to proceed...,Clicking shall not avail thee in thy journey to any place.
63889n,"['neutral', 'neutral', 'neutral', 'neutral', 'entailment']",travel,neutral,63889,Children will enjoy the little steam train that loops around the bay to Le Crotoy in the summer.,( Children ( ( will ( enjoy ( ( the ( little ( steam train ) ) ) ( that ( ( loops ( around ( the bay ) ) ) ( to ( ( Le Crotoy ) ( in ( the summer ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Children)) (VP (MD will) (VP (VB enjoy) (NP (NP (DT the) (JJ little) (NN steam) (NN train)) (SBAR (WHNP (WDT that)) (S (VP (VBD loops) (PP (IN around) (NP (DT the) (NN bay))) (PP (TO to) (NP (NP (NNP Le) (NNP Crotoy)) (PP (IN in) (NP (DT the) (NN summer))))))))))) (. .))),The steam train is only operational in the summer.,( ( The ( steam train ) ) ( ( is ( only ( operational ( in ( the summer ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN steam) (NN train)) (VP (VBZ is) (ADJP (RB only) (JJ operational) (PP (IN in) (NP (DT the) (NN summer))))) (. .))),"In the joyful season of summer, the hearts of young ones will be filled with delight as they partake in the delightful experience of embarking on the mesmerizing expedition aboard the dainty steam locomotive, which gracefully encircles the picturesque bay and its charming destination, Le Crotoy.","The resplendent locomotive, with its billowing plumes of steam, can only be witnessed in all its majestic glory during the balmy embrace of the summer season.","Me hearties will take great pleasure sailin' 'round the bay to Le Crotoy on the wee steam train, especially during the summer months.",The galleon train be only operational in the summer.,"Lo, the small steam engine that doth make a circuitous journey 'round the bay unto Le Crotoy in the summertime shall bring much delight to the children.","Verily, the steame'd train doth ply its trade solely in the summer season."
117809e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",government,entailment,117809,(Cohen 1999) Although many observers would view this as an extreme step it could reduce costs and allow increased efficiencies.,( ( -LRB- ( Cohen ( 1999 -RRB- ) ) ) ( ( Although ( ( many observers ) ( would ( view ( this ( as ( an ( extreme step ) ) ) ) ) ) ) ) ( it ( ( could ( ( ( reduce costs ) and ) ( allow ( increased efficiencies ) ) ) ) . ) ) ) ),(ROOT (S (NP (-LRB- -LRB-) (NNP Cohen) (NNP 1999) (-RRB- -RRB-)) (SBAR (IN Although) (S (NP (JJ many) (NNS observers)) (VP (MD would) (VP (VB view) (NP (NP (DT this)) (PP (IN as) (NP (DT an) (JJ extreme) (NN step)))))))) (NP (PRP it)) (VP (MD could) (VP (VP (VB reduce) (NP (NNS costs))) (CC and) (VP (VB allow) (NP (VBN increased) (NNS efficiencies))))) (. .))),Many observers view it an extreme step to lower costs and increase efficiencies. ,( ( Many observers ) ( ( view ( it ( ( an ( extreme step ) ) ( to ( ( ( lower costs ) and ) ( increase efficiencies ) ) ) ) ) ) . ) ),(ROOT (S (NP (JJ Many) (NNS observers)) (VP (VBP view) (S (NP (PRP it)) (NP (NP (DT an) (JJ extreme) (NN step)) (PP (TO to) (NP (NP (JJR lower) (NNS costs)) (CC and) (NP (NN increase) (NNS efficiencies))))))) (. .))),"While numerous onlookers might perceive this as an audacious move, it has the potential to alleviate expenditures and facilitate the attainment of heightened efficiency.",It is regarded by countless onlookers as an extraordinary measure to reduce expenditures and enhance operational efficiencies.,(Cohen 1999) Although many lubbers would view this as an extreme measure it could be lessenin' the costs and be lettin' for greater efficiencies.,Many scurvy dogs be seein' it as a dastardly move t' lower the costs and increase the efficiencies.,"Although many doth behold this as an extreme measure, methinks it could bringeth down costs and enableth greater efficiencies.","Verily, many do view it as an excessive measure to abate expenses and augment efficacies."
7045n,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",fiction,neutral,7045,"That's it. The girl looked at him, then passed her hand across her forehead.","( ( That ( ( 's it ) . ) ) ( ( The girl ) ( ( ( ( ( looked ( at him ) ) , ) then ) ( ( passed ( her hand ) ) ( across ( her forehead ) ) ) ) . ) ) )","(ROOT (S (S (NP (DT That)) (VP (VBZ 's) (NP (PRP it))) (. .)) (NP (DT The) (NN girl)) (VP (VP (VBD looked) (PP (IN at) (NP (PRP him)))) (, ,) (ADVP (RB then)) (VP (VBD passed) (NP (PRP$ her) (NN hand)) (PP (IN across) (NP (PRP$ her) (NN forehead))))) (. .)))",The girl looked at him with great interest.,( ( The girl ) ( ( ( looked ( at him ) ) ( with ( great interest ) ) ) . ) ),(ROOT (S (NP (DT The) (NN girl)) (VP (VBD looked) (PP (IN at) (NP (PRP him))) (PP (IN with) (NP (JJ great) (NN interest)))) (. .))),"Lo and behold, the momentous occasion had arrived as the young maiden cast her gaze upon him, her eyes locked in a fleeting encounter. A sudden gesture ensued, with gentle grace, as she tenderly swept her delicate hand across her fair brow.","The young maiden gazed upon him, her eyes brimming with an insatiable curiosity.","Avast! Thar be it. The lass looked at him, then passed her hook across her brow.",The lass looked at 'im with great interest.,"Verily, 'tis done. The fair maiden did cast her gaze upon him, and then she did grace her brow with the gentle touch of her hand.",The fair maiden did cast her gaze upon him with much curiosity.
102038n,"['neutral', 'neutral', 'entailment', 'neutral', 'neutral']",travel,neutral,102038,So many seemingly contrary and opposing factors combine to make it unique.,( So ( ( many ( ( seemingly ( ( contrary and ) opposing ) ) factors ) ) ( ( combine ( to ( make ( it unique ) ) ) ) . ) ) ),(ROOT (S (IN So) (NP (JJ many) (ADJP (RB seemingly) (JJ contrary) (CC and) (JJ opposing)) (NNS factors)) (VP (VBP combine) (S (VP (TO to) (VP (VB make) (S (NP (PRP it)) (ADJP (JJ unique))))))) (. .))),This does not exist anywhere else on earth.,( This ( ( ( does not ) ( ( exist ( anywhere else ) ) ( on earth ) ) ) . ) ),(ROOT (S (NP (DT This)) (VP (VBZ does) (RB not) (VP (VB exist) (NP (RB anywhere) (RB else)) (PP (IN on) (NP (NN earth))))) (. .))),"In this unprecedented amalgamation, an astonishing array of ostensibly conflicting elements intertwine to render it truly one-of-a-kind.","Lo and behold, for this extraordinary essence doth not grace the face of any other corner of this vast planet.","So many seemingly contrary and opposing factors combine to make it one-of-a-kind, matey.",This does not exist anywhere else on the seven seas.,"Verily, a plethora of seeming contrary and opposing factors doth converge to render it a thing of utmost uniqueness.","Verily, this doth not exist anywhere else upon the face of this mortal realm."
16030e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",travel,entailment,16030,His grandson Akbar chose Agra for his capital over Delhi.,( ( His ( grandson Akbar ) ) ( ( ( ( chose Agra ) ( for ( his capital ) ) ) ( over Delhi ) ) . ) ),(ROOT (S (NP (PRP$ His) (NN grandson) (NN Akbar)) (VP (VBD chose) (NP (NNP Agra)) (PP (IN for) (NP (PRP$ his) (NN capital))) (PP (IN over) (NP (NNP Delhi)))) (. .))),"His grandson chose Agra for the capital, not Delhi.","( ( His grandson ) ( ( chose ( Agra ( for ( ( ( ( the capital ) , ) not ) Delhi ) ) ) ) . ) )","(ROOT (S (NP (PRP$ His) (NN grandson)) (VP (VBD chose) (NP (NP (NNP Agra)) (PP (IN for) (NP (NP (DT the) (NN capital)) (, ,) (RB not) (NP (NNP Delhi)))))) (. .)))","With an illustrious choice that befell upon him, Akbar, the beloved scion of his lineage, deemed it fitting to proclaim Agra as the cherished seat of his imperial power, bestowing upon it the distinguished status of his capital, surpassing even the renowned city of Delhi.","In a mesmerizing display of preference, it was his illustrious grandson who, with utmost discernment and lofty aspirations, selected Agra as the distinguished abode of the capital, rather than the bustling metropolis of Delhi.",His matey Akbar picked Agra as his capital instead o' Delhi.,"His scallywag grandson chose Agra fer the port, not Delhi.","Akbar, the grandson, hath chosen Agra as his capital, preferring it over noble Delhi.","Lo! His grandson hath elected Agra as the capital, and not Delhi."
14459e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",travel,entailment,14459,"After their savage battles, the warriors recuperated through meditation in the peace of a Zen monastery rock garden.","( ( After ( their ( savage battles ) ) ) ( , ( ( the warriors ) ( ( ( recuperated ( through meditation ) ) ( in ( ( the peace ) ( of ( a ( Zen ( monastery ( rock garden ) ) ) ) ) ) ) ) . ) ) ) )","(ROOT (S (PP (IN After) (NP (PRP$ their) (JJ savage) (NNS battles))) (, ,) (NP (DT the) (NNS warriors)) (VP (VBD recuperated) (PP (IN through) (NP (NN meditation))) (PP (IN in) (NP (NP (DT the) (NN peace)) (PP (IN of) (NP (DT a) (NNP Zen) (NN monastery) (NN rock) (NN garden)))))) (. .)))","The warriors recuperated, after their savage battles, at a Zen monastery rock garden.","( ( The warriors ) ( ( ( ( ( recuperated , ) ( after ( their ( savage battles ) ) ) ) , ) ( at ( a ( Zen ( monastery ( rock garden ) ) ) ) ) ) . ) )","(ROOT (S (NP (DT The) (NNS warriors)) (VP (VBD recuperated) (, ,) (PP (IN after) (NP (PRP$ their) (JJ savage) (NNS battles))) (, ,) (PP (IN at) (NP (DT a) (NNP Zen) (NN monastery) (NN rock) (NN garden)))) (. .)))","Following their fierce and brutal conflicts, the valiant warriors sought solace and rejuvenation amidst the serene confines of a Zen monastery's ethereal rock garden, where they engaged in deep introspection through the art of meditation.","The valiant warriors, weary from their arduous and brutal clashes, sought solace and respite amidst the serene embrace of a Zen monastery's exquisitely crafted rock garden.","Upon their fierce brawls, the buccaneers be healin' through contemplation in the serenity of a Zen monastery rock garden.","The buccaneers be recoupin', after their brutal skirmishes, at a Zen monastery shipshape garden.","After their fierce battles, the warriors did regain their strength through contemplation in the calm of a Zen monastery's rock garden.","The warriors, after their savage battles, didst find solace in a Zen monastery's rock garden, where they didst recuperate."
72875e,"['entailment', 'entailment', 'entailment', 'neutral', 'neutral']",slate,entailment,72875,"The policy succeeded, and I was fortunate to have had the opportunity to make that contribution to my people.","( ( ( ( ( ( The policy ) succeeded ) , ) and ) ( I ( was ( fortunate ( to ( have ( ( had ( the opportunity ) ) ( to ( ( make ( that contribution ) ) ( to ( my people ) ) ) ) ) ) ) ) ) ) ) . )","(ROOT (S (S (NP (DT The) (NN policy)) (VP (VBD succeeded))) (, ,) (CC and) (S (NP (PRP I)) (VP (VBD was) (ADJP (JJ fortunate) (S (VP (TO to) (VP (VB have) (VP (VBN had) (NP (DT the) (NN opportunity)) (S (VP (TO to) (VP (VB make) (NP (DT that) (NN contribution)) (PP (TO to) (NP (PRP$ my) (NNS people))))))))))))) (. .)))","Because the policy was a success, I was able to make a contribution to my people.","( ( Because ( ( the policy ) ( was ( a success ) ) ) ) ( , ( I ( ( was ( able ( to ( ( make ( a contribution ) ) ( to ( my people ) ) ) ) ) ) . ) ) ) )","(ROOT (S (SBAR (IN Because) (S (NP (DT the) (NN policy)) (VP (VBD was) (NP (DT a) (NN success))))) (, ,) (NP (PRP I)) (VP (VBD was) (ADJP (JJ able) (S (VP (TO to) (VP (VB make) (NP (DT a) (NN contribution)) (PP (TO to) (NP (PRP$ my) (NNS people)))))))) (. .)))","By the grace of fate, the noble policy prevailed, bestowing upon me the great privilege to be the harbinger of such a commendable contribution to my fellow citizens.","By virtue of the policy's triumphant accomplishment, I was bestowed with a remarkable opportunity to bestow upon my compatriots a meaningful and substantial contribution.","Arrr! The policy succeeded, and I be lucky to have had the opportunity to make that contribution to me mateys.","Arrr, because the code was a success, I be able to make a contribution to me crew.","Verily, the policy hath achieved success, and I was blessed to have had the chance to make that noble contribution unto mine own people.","By reason of the policy's success, I hath been enabled to bestow a contribution unto mine own folk."
